tags,avg_rating,avg_rating_count,product_count
BESTSELLER,4.338596491228071,19997.35087719298,57
"FEATURED, BESTSELLER",4.3662337662337665,14826.623376623376,77
Untagged,4.308132260947274,7084.759606791778,3357
FEATURED,4.364705882352941,5352.607843137255,51
NEW,3.66078431372549,1729.5294117647059,102
"FEATURED, NEW",2.7222222222222223,93.44444444444444,18
