brand_name,avg_discount,avg_rating,product_count
Moi,50.0,4.1,1
Colorbar,31.30130301122191,4.244782608695652,230
Faces Canada,25.263152583187214,4.279695431472081,197
Lotus Herbals,24.839066436436735,4.226976744186047,215
Nykaa Naturals,23.41422914470783,4.207482993197279,441
Nyx Professional Makeup,19.13494841073575,4.279245283018868,53
